k,station_id,active_drone,battery_wh
8310,3,cf8,83.66
8311,0,cf1,56.87
8311,1,cf6,88.64
8311,2,cf3,70.51
8311,3,cf8,83.54
8312,0,cf1,56.79
8312,1,cf6,88.54
8312,2,cf3,70.43
8312,3,cf8,83.42
8313,0,cf1,56.70
8313,1,cf6,88.44
8313,2,cf3,70.36
8313,3,cf8,83.30
8314,0,cf1,56.62
8314,1,cf6,88.34
8314,2,cf3,70.29
8314,3,cf8,83.19
8315,0,cf1,56.53
8315,1,cf6,88.24
8315,2,cf3,70.22
8315,3,cf8,83.07
8316,0,cf1,56.45
8316,1,cf6,88.14
8316,2,cf3,70.15
8316,3,cf8,82.96
8317,0,cf1,56.36
8317,1,cf6,88.05
8317,2,cf3,70.08
8317,3,cf8,82.84
8318,0,cf1,56.28
8318,1,cf6,87.95
8318,2,cf3,70.01
8318,3,cf8,82.73
8319,0,cf1,56.20
8319,1,cf6,87.85
8319,2,cf3,69.94
8319,3,cf8,82.62
8320,0,cf1,56.11
8320,1,cf6,87.76
8320,2,cf3,69.87
8320,3,cf8,82.50
8321,0,cf1,56.03
8321,1,cf6,87.66
8321,2,cf3,69.81
8321,3,cf8,82.39
8322,0,cf1,55.95
8322,1,cf6,87.57
8322,2,cf3,69.74
8322,3,cf8,82.28
8323,0,cf1,55.86
8323,1,cf6,87.47
8323,2,cf3,69.67
8323,3,cf8,82.17
8324,0,cf1,55.78
8324,1,cf6,87.38
8324,2,cf3,69.60
8324,3,cf8,82.06
8325,0,cf1,55.70
8325,1,cf6,87.28
8325,2,cf3,69.53
8325,3,cf8,81.95
8326,0,cf1,55.62
8326,1,cf6,87.19
8326,2,cf3,69.46
8326,3,cf8,81.84
8327,0,cf1,55.54
8327,1,cf6,87.10
8327,2,cf3,69.39
8327,3,cf8,81.73
8328,0,cf1,55.46
8328,1,cf6,87.00
8328,2,cf3,69.33
8328,3,cf8,81.62
8329,0,cf1,55.38
8329,1,cf6,86.91
8329,2,cf3,69.26
8329,3,cf8,81.52
8330,0,cf1,55.29
8330,1,cf6,86.82
8330,2,cf3,69.19
8330,3,cf8,81.41
8331,0,cf1,55.21
8331,1,cf6,86.73
8331,2,cf3,69.12
8331,3,cf8,81.31
8332,0,cf1,55.13
8332,1,cf6,86.64
8332,2,cf3,69.06
8332,3,cf4,100.00
8333,0,cf1,55.05
8333,1,cf6,86.55
8333,2,cf3,68.99
8333,3,cf4,99.85
8334,0,cf1,54.98
8334,1,cf6,86.46
8334,2,cf3,68.92
8334,3,cf4,99.70
8335,0,cf1,54.90
8335,1,cf6,86.37
8335,2,cf3,68.86
8335,3,cf4,99.55
8336,0,cf1,54.82
8336,1,cf6,86.28
8336,2,cf3,68.79
8336,3,cf4,99.41
8337,0,cf1,54.74
8337,1,cf6,86.19
8337,2,cf3,68.72
8337,3,cf4,99.26
8338,0,cf1,54.66
8338,1,cf6,86.10
8338,2,cf3,68.66
8338,3,cf4,99.11
8339,0,cf1,54.58
8339,1,cf6,86.01
8339,2,cf3,68.59
8339,3,cf4,98.97
8340,0,cf1,54.50
8340,1,cf6,85.92
8340,2,cf3,68.53
8340,3,cf4,98.82
8341,0,cf1,54.43
8341,1,cf6,85.83
8341,2,cf3,68.46
8341,3,cf4,98.68
8342,0,cf1,54.35
8342,1,cf6,85.75
8342,2,cf3,68.39
8342,3,cf4,98.53
8343,0,cf1,54.27
8343,1,cf6,85.66
8343,2,cf3,68.33
8343,3,cf4,98.39
8344,0,cf1,54.20
8344,1,cf6,85.57
8344,2,cf3,68.26
8344,3,cf4,98.25
8345,0,cf1,54.12
8345,1,cf6,85.49
8345,2,cf3,68.20
8345,3,cf4,98.11
8346,0,cf1,54.04
8346,1,cf6,85.40
8346,2,cf3,68.13
8346,3,cf4,97.97
8347,0,cf1,53.97
8347,1,cf6,85.32
8347,2,cf3,68.07
8347,3,cf4,97.83
8348,0,cf1,53.89
8348,1,cf6,85.23
8348,2,cf3,68.01
8348,3,cf4,97.69
8349,0,cf1,53.82
8349,1,cf6,85.15
8349,2,cf3,67.94
8349,3,cf4,97.55
8350,0,cf1,53.74
8350,1,cf2,100.00
8350,2,cf3,67.88
8350,3,cf4,97.41
8351,0,cf1,53.67
8351,1,cf2,99.88
8351,2,cf3,67.81
8351,3,cf4,97.27
8352,0,cf1,53.59
8352,1,cf2,99.76
8352,2,cf3,67.75
8352,3,cf4,97.13
8353,0,cf1,53.52
8353,1,cf2,99.64
8353,2,cf3,67.69
8353,3,cf4,97.00
8354,0,cf1,53.45
8354,1,cf2,99.52
8354,2,cf3,67.62
8354,3,cf4,96.86
8355,0,cf1,53.37
8355,1,cf2,99.41
8355,2,cf3,67.56
8355,3,cf4,96.72
8356,0,cf1,53.30
8356,1,cf2,99.29
8356,2,cf3,67.50
8356,3,cf4,96.59
8357,0,cf1,53.23
8357,1,cf2,99.17
8357,2,cf3,67.44
8357,3,cf4,96.46
8358,0,cf1,53.15
8358,1,cf2,99.05
8358,2,cf3,67.37
8358,3,cf4,96.32
8359,0,cf1,53.08
8359,1,cf2,98.94
8359,2,cf3,67.31
8359,3,cf4,96.19
8360,0,cf1,53.01
8360,1,cf2,98.82
8360,2,cf3,67.25
8360,3,cf4,96.06
8361,0,cf1,52.94
8361,1,cf2,98.71
8361,2,cf3,67.19
8361,3,cf4,95.93
8362,0,cf1,52.87
8362,1,cf2,98.59
8362,2,cf3,67.12
8362,3,cf4,95.79
8363,0,cf1,52.79
8363,1,cf2,98.48
8363,2,cf3,67.06
8363,3,cf4,95.66
8364,0,cf1,52.72
8364,1,cf2,98.36
8364,2,cf3,67.00
8364,3,cf4,95.53
8365,0,cf1,52.65
8365,1,cf2,98.25
8365,2,cf3,66.94
8365,3,cf4,95.41
8366,0,cf1,52.58
8366,1,cf2,98.14
8366,2,cf3,66.88
8366,3,cf4,95.28
8367,0,cf1,52.51
8367,1,cf2,98.02
8367,2,cf3,66.82
8367,3,cf4,95.15
8368,0,cf5,100.00
8368,1,cf2,97.91
8368,2,cf3,66.76
8368,3,cf4,95.02
8369,0,cf5,99.90
8369,1,cf2,97.80
8369,2,cf3,66.70
8369,3,cf4,94.89
8370,0,cf5,99.80
8370,1,cf2,97.68
8370,2,cf3,66.63
8370,3,cf4,94.76
8371,0,cf5,99.70
8371,1,cf2,97.57
8371,2,cf3,66.57
8371,3,cf4,94.63
8372,0,cf5,99.60
8372,1,cf2,97.45
8372,2,cf3,66.51
8372,3,cf4,94.50
8373,0,cf5,99.50
8373,1,cf2,97.33
8373,2,cf3,66.45
8373,3,cf4,94.36
8374,0,cf5,99.40
8374,1,cf2,97.21
8374,2,cf3,66.38
8374,3,cf4,94.23
8375,0,cf5,99.30
8375,1,cf2,97.09
8375,2,cf3,66.32
8375,3,cf4,94.09
8376,0,cf5,99.20
8376,1,cf2,96.97
8376,2,cf3,66.26
8376,3,cf4,93.95
8377,0,cf5,99.10
8377,1,cf2,96.85
8377,2,cf3,66.19
8377,3,cf4,93.81
8378,0,cf5,99.00
8378,1,cf2,96.73
8378,2,cf3,66.13
8378,3,cf4,93.67
8379,0,cf5,98.90
8379,1,cf2,96.61
8379,2,cf3,66.06
8379,3,cf4,93.53
8380,0,cf5,98.80
8380,1,cf2,96.49
8380,2,cf3,65.99
8380,3,cf4,93.38
8381,0,cf5,98.70
8381,1,cf2,96.37
8381,2,cf3,65.93
8381,3,cf4,93.23
8382,0,cf5,98.60
8382,1,cf2,96.25
8382,2,cf3,65.86
8382,3,cf4,93.09
8383,0,cf5,98.50
8383,1,cf2,96.13
8383,2,cf3,65.79
8383,3,cf4,92.94
8384,0,cf5,98.40
8384,1,cf2,96.01
8384,2,cf3,65.72
8384,3,cf4,92.79
8385,0,cf5,98.30
8385,1,cf2,95.89
8385,2,cf3,65.66
8385,3,cf4,92.64
8386,0,cf5,98.20
8386,1,cf2,95.77
8386,2,cf3,65.59
8386,3,cf4,92.49
8387,0,cf5,98.10
8387,1,cf2,95.65
8387,2,cf3,65.52
8387,3,cf4,92.34
8388,0,cf5,98.00
8388,1,cf2,95.53
8388,2,cf3,65.45
8388,3,cf4,92.19
8389,0,cf5,97.90
8389,1,cf2,95.41
8389,2,cf3,65.38
8389,3,cf4,92.04
8390,0,cf5,97.80
8390,1,cf2,95.29
8390,2,cf3,65.31
8390,3,cf4,91.89
8391,0,cf5,97.70
8391,1,cf2,95.17
8391,2,cf3,65.24
8391,3,cf4,91.74
8392,0,cf5,97.60
8392,1,cf2,95.05
8392,2,cf3,65.17
8392,3,cf4,91.59
8393,0,cf5,97.50
8393,1,cf2,94.93
8393,2,cf3,65.09
8393,3,cf4,91.44
8394,0,cf5,97.40
8394,1,cf2,94.81
8394,2,cf3,65.02
8394,3,cf4,91.29
8395,0,cf5,97.30
8395,1,cf2,94.69
8395,2,cf3,64.95
8395,3,cf4,91.14
8396,0,cf5,97.20
8396,1,cf2,94.57
8396,2,cf3,64.87
8396,3,cf4,90.99
8397,0,cf5,97.10
8397,1,cf2,94.45
8397,2,cf3,64.80
8397,3,cf4,90.84
8398,0,cf5,97.00
8398,1,cf2,94.33
8398,2,cf3,64.73
8398,3,cf4,90.69
8399,0,cf5,96.90
8399,1,cf2,94.21
8399,2,cf3,64.65
8399,3,cf4,90.54
8400,0,cf5,96.80
8400,1,cf2,94.09
8400,2,cf3,64.58
8400,3,cf4,90.39
8401,0,cf5,96.70
8401,1,cf2,93.97
8401,2,cf3,64.50
8401,3,cf4,90.24
8402,0,cf5,96.60
8402,1,cf2,93.85
8402,2,cf3,64.43
8402,3,cf4,90.09
8403,0,cf5,96.50
8403,1,cf2,93.73
8403,2,cf3,64.35
8403,3,cf4,89.94
8404,0,cf5,96.40
8404,1,cf2,93.61
8404,2,cf3,64.27
8404,3,cf4,89.79
8405,0,cf5,96.30
8405,1,cf2,93.49
8405,2,cf3,64.19
8405,3,cf4,89.64
8406,0,cf5,96.20
8406,1,cf2,93.37
8406,2,cf3,64.12
8406,3,cf4,89.49
8407,0,cf5,96.10
8407,1,cf2,93.25
8407,2,cf3,64.04
8407,3,cf4,89.34
8408,0,cf5,96.00
8408,1,cf2,93.13
8408,2,cf3,63.96
8408,3,cf4,89.19
8409,0,cf5,95.90
8409,1,cf2,93.01
8409,2,cf3,63.88
8409,3,cf4,89.04
8410,0,cf5,95.80
8410,1,cf2,92.89
8410,2,cf3,63.80
8410,3,cf4,88.89
8411,0,cf5,95.70
8411,1,cf2,92.77
8411,2,cf3,63.72
8411,3,cf4,88.74
8412,0,cf5,95.60
8412,1,cf2,92.65
8412,2,cf3,63.64
8412,3,cf4,88.59
8413,0,cf5,95.50
8413,1,cf2,92.53
8413,2,cf3,63.56
8413,3,cf4,88.44
8414,0,cf5,95.40
8414,1,cf2,92.41
8414,2,cf3,63.48
8414,3,cf4,88.29
8415,0,cf5,95.30
8415,1,cf2,92.29
8415,2,cf3,63.40
8415,3,cf4,88.14
8416,0,cf5,95.20
8416,1,cf2,92.17
8416,2,cf3,63.32
8416,3,cf4,87.99
8417,0,cf5,95.10
8417,1,cf2,92.05
8417,2,cf3,63.24
8417,3,cf4,87.84
8418,0,cf5,95.00
8418,1,cf2,91.93
8418,2,cf3,63.16
8418,3,cf4,87.69
8419,0,cf5,94.90
8419,1,cf2,91.81
8419,2,cf3,63.08
8419,3,cf4,87.54
8420,0,cf5,94.80
8420,1,cf2,91.69
8420,2,cf3,63.00
8420,3,cf4,87.39
8421,0,cf5,94.70
8421,1,cf2,91.57
8421,2,cf3,62.92
8421,3,cf4,87.24
8422,0,cf5,94.60
8422,1,cf2,91.45
8422,2,cf3,62.84
8422,3,cf4,87.09
8423,0,cf5,94.50
8423,1,cf2,91.33
8423,2,cf3,62.76
8423,3,cf4,86.94
8424,0,cf5,94.40
8424,1,cf2,91.21
8424,2,cf3,62.68
8424,3,cf4,86.79
8425,0,cf5,94.30
8425,1,cf2,91.09
8425,2,cf3,62.60
8425,3,cf4,86.64
8426,0,cf5,94.20
8426,1,cf2,90.97
8426,2,cf3,62.52
8426,3,cf4,86.49
8427,0,cf5,94.10
8427,1,cf2,90.85
8427,2,cf3,62.44
8427,3,cf4,86.34
8428,0,cf5,94.00
8428,1,cf2,90.73
8428,2,cf3,62.36
8428,3,cf4,86.19
8429,0,cf5,93.90
8429,1,cf2,90.61
8429,2,cf3,62.28
8429,3,cf4,86.04
8430,0,cf5,93.80
8430,1,cf2,90.49
8430,2,cf3,62.20
8430,3,cf4,85.89
8431,0,cf5,93.70
8431,1,cf2,90.37
8431,2,cf3,62.12
8431,3,cf4,85.74
8432,0,cf5,93.60
8432,1,cf2,90.25
8432,2,cf3,62.04
8432,3,cf4,85.59
8433,0,cf5,93.50
8433,1,cf2,90.13
8433,2,cf3,61.96
8433,3,cf4,85.44
8434,0,cf5,93.40
8434,1,cf2,90.01
8434,2,cf3,61.88
8434,3,cf4,85.29
8435,0,cf5,93.30
8435,1,cf2,89.89
8435,2,cf3,61.80
8435,3,cf4,85.14
8436,0,cf5,93.20
8436,1,cf2,89.77
8436,2,cf3,61.72
8436,3,cf4,84.99
8437,0,cf5,93.10
8437,1,cf2,89.65
8437,2,cf3,61.64
8437,3,cf4,84.84
8438,0,cf5,93.00
8438,1,cf2,89.53
8438,2,cf3,61.56
8438,3,cf4,84.69
8439,0,cf5,92.90
8439,1,cf2,89.41
8439,2,cf3,61.48
8439,3,cf4,84.54
8440,0,cf5,92.80
8440,1,cf2,89.29
8440,2,cf3,61.40
8440,3,cf4,84.39
8441,0,cf5,92.70
8441,1,cf2,89.17
8441,2,cf3,61.32
8441,3,cf4,84.24
8442,0,cf5,92.60
8442,1,cf2,89.05
8442,2,cf3,61.24
8442,3,cf4,84.09
8443,0,cf5,92.50
8443,1,cf2,88.93
8443,2,cf3,61.16
8443,3,cf4,83.94
8444,0,cf5,92.40
8444,1,cf2,88.81
8444,2,cf3,61.08
8444,3,cf4,83.79
8445,0,cf5,92.30
8445,1,cf2,88.69
8445,2,cf3,61.00
8445,3,cf4,83.64
8446,0,cf5,92.20
8446,1,cf2,88.57
8446,2,cf3,60.92
8446,3,cf4,83.49
8447,0,cf5,92.10
8447,1,cf2,88.45
8447,2,cf3,60.84
8447,3,cf4,83.34
8448,0,cf5,92.00
8448,1,cf2,88.33
8448,2,cf3,60.76
8448,3,cf4,83.19
8449,0,cf5,91.90
8449,1,cf2,88.21
8449,2,cf3,60.68
8449,3,cf4,83.04
8450,0,cf5,91.80
8450,1,cf2,88.09
8450,2,cf3,60.60
8450,3,cf4,82.89
8451,0,cf5,91.70
8451,1,cf2,87.97
8451,2,cf3,60.52
8451,3,cf4,82.74
8452,0,cf5,91.60
8452,1,cf2,87.85
8452,2,cf3,60.44
8452,3,cf4,82.59
8453,0,cf5,91.50
8453,1,cf2,87.73
8453,2,cf3,60.36
8453,3,cf4,82.44
8454,0,cf5,91.40
8454,1,cf2,87.61
8454,2,cf3,60.28
8454,3,cf4,82.29
8455,0,cf5,91.30
8455,1,cf2,87.49
8455,2,cf3,60.20
8455,3,cf4,82.14
8456,0,cf5,91.20
8456,1,cf2,87.37
8456,2,cf3,60.12
8456,3,cf4,81.99
8457,0,cf5,91.10
8457,1,cf2,87.25
8457,2,cf3,60.04
8457,3,cf4,81.84
8458,0,cf5,91.00
8458,1,cf2,87.13
8458,2,cf3,59.96
8458,3,cf4,81.69
8459,0,cf5,90.90
8459,1,cf2,87.01
8459,2,cf3,59.88
8459,3,cf4,81.54
8460,0,cf5,90.80
8460,1,cf2,86.89
8460,2,cf3,59.80
8460,3,cf4,81.39
8461,0,cf5,90.70
8461,1,cf2,86.78
8461,2,cf3,59.72
8461,3,cf4,81.24
8462,0,cf5,90.60
8462,1,cf2,86.66
8462,2,cf3,59.64
8462,3,cf4,81.10
8463,0,cf5,90.51
8463,1,cf2,86.54
8463,2,cf3,59.56
8463,3,cf4,80.95
8464,0,cf5,90.41
8464,1,cf2,86.42
8464,2,cf3,59.49
8464,3,cf4,80.80
8465,0,cf5,90.31
8465,1,cf2,86.31
8465,2,cf3,59.41
8465,3,cf4,80.66
8466,0,cf5,90.21
8466,1,cf2,86.19
8466,2,cf3,59.33
8466,3,cf4,80.52
8467,0,cf5,90.12
8467,1,cf2,86.07
8467,2,cf3,59.25
8467,3,cf4,80.37
8468,0,cf5,90.02
8468,1,cf2,85.96
8468,2,cf3,59.17
8468,3,cf4,80.23
8469,0,cf5,89.92
8469,1,cf2,85.84
8469,2,cf3,59.09
8469,3,cf4,80.09
8470,0,cf5,89.83
8470,1,cf2,85.73
8470,2,cf3,59.02
8470,3,cf4,79.94
8471,0,cf5,89.73
8471,1,cf2,85.61
8471,2,cf3,58.94
8471,3,cf4,79.80
8472,0,cf5,89.63
8472,1,cf2,85.50
8472,2,cf3,58.86
8472,3,cf4,79.66
8473,0,cf5,89.54
8473,1,cf2,85.39
8473,2,cf3,58.79
8473,3,cf4,79.52
8474,0,cf5,89.44
8474,1,cf2,85.27
8474,2,cf3,58.71
8474,3,cf4,79.38
8475,0,cf5,89.35
8475,1,cf2,85.16
8475,2,cf3,58.63
8475,3,cf4,79.25
8476,0,cf5,89.25
8476,1,cf2,85.05
8476,2,cf3,58.56
8476,3,cf4,79.11
8477,0,cf5,89.16
8477,1,cf2,84.94
8477,2,cf3,58.48
8477,3,cf4,78.97
8478,0,cf5,89.07
8478,1,cf2,84.83
8478,2,cf3,58.40
8478,3,cf4,78.83
8479,0,cf5,88.97
8479,1,cf2,84.71
8479,2,cf3,58.33
8479,3,cf4,78.70
8480,0,cf5,88.88
8480,1,cf2,84.60
8480,2,cf3,58.25
8480,3,cf4,78.56
8481,0,cf5,88.78
8481,1,cf2,84.49
8481,2,cf3,58.17
8481,3,cf4,78.43
8482,0,cf5,88.69
8482,1,cf2,84.38
8482,2,cf3,58.10
8482,3,cf4,78.29
8483,0,cf5,88.60
8483,1,cf2,84.27
8483,2,cf3,58.02
8483,3,cf4,78.16
8484,0,cf5,88.51
8484,1,cf2,84.17
8484,2,cf3,57.95
8484,3,cf4,78.03
8485,0,cf5,88.41
8485,1,cf2,84.06
8485,2,cf3,57.87
8485,3,cf4,77.89
8486,0,cf5,88.32
8486,1,cf2,83.95
8486,2,cf3,57.80
8486,3,cf4,77.76
8487,0,cf5,88.23
8487,1,cf2,83.84
8487,2,cf3,57.72
8487,3,cf4,77.63
8488,0,cf5,88.14
8488,1,cf2,83.73
8488,2,cf3,57.65
8488,3,cf4,77.50
8489,0,cf5,88.05
8489,1,cf2,83.63
8489,2,cf3,57.58
8489,3,cf4,77.37
8490,0,cf5,87.96
8490,1,cf2,83.52
8490,2,cf3,57.50
8490,3,cf4,77.24
8491,0,cf5,87.87
8491,1,cf2,83.41
8491,2,cf3,57.43
8491,3,cf4,77.11
8492,0,cf5,87.78
8492,1,cf2,83.31
8492,2,cf3,57.35
8492,3,cf4,76.99
8493,0,cf5,87.69
8493,1,cf2,83.20
8493,2,cf3,57.28
8493,3,cf4,76.86
8494,0,cf5,87.60
8494,1,cf2,83.10
8494,2,cf3,57.21
8494,3,cf4,76.73
8495,0,cf5,87.51
8495,1,cf2,82.99
8495,2,cf3,57.13
8495,3,cf4,76.61
8496,0,cf5,87.42
8496,1,cf2,82.89
8496,2,cf3,57.06
8496,3,cf4,76.48
8497,0,cf5,87.33
8497,1,cf2,82.78
8497,2,cf3,56.99
8497,3,cf4,76.36
8498,0,cf5,87.24
8498,1,cf2,82.68
8498,2,cf3,56.92
8498,3,cf4,76.23
8499,0,cf5,87.15
8499,1,cf2,82.58
8499,2,cf3,56.84
8499,3,cf4,76.11
8500,0,cf5,87.07
8500,1,cf2,82.48
8500,2,cf3,56.77
8500,3,cf4,75.99
8501,0,cf5,86.98
8501,1,cf2,82.37
8501,2,cf3,56.70
8501,3,cf4,75.86
8502,0,cf5,86.89
8502,1,cf2,82.27
8502,2,cf3,56.63
8502,3,cf4,75.74
8503,0,cf5,86.80
8503,1,cf2,82.17
8503,2,cf3,56.56
8503,3,cf4,75.62
8504,0,cf5,86.72
8504,1,cf2,82.07
8504,2,cf3,56.48
8504,3,cf4,75.50
8505,0,cf5,86.63
8505,1,cf2,81.97
8505,2,cf3,56.41
8505,3,cf4,75.38
8506,0,cf5,86.55
8506,1,cf2,81.87
8506,2,cf3,56.34
8506,3,cf4,75.26
8507,0,cf5,86.46
8507,1,cf2,81.77
8507,2,cf3,56.27
8507,3,cf4,75.15
8508,0,cf5,86.37
8508,1,cf2,81.67
8508,2,cf3,56.20
8508,3,cf4,75.03
8509,0,cf5,86.29
8509,1,cf2,81.57
8509,2,cf3,56.13
8509,3,cf4,74.91
8510,0,cf5,86.20
8510,1,cf2,81.47
8510,2,cf3,56.06
8510,3,cf4,74.79
8511,0,cf5,86.12
8511,1,cf2,81.37
8511,2,cf3,55.99
8511,3,cf4,74.68
8512,0,cf5,86.03
8512,1,cf2,81.28
8512,2,cf3,55.92
8512,3,cf4,74.56
8513,0,cf5,85.95
8513,1,cf2,81.18
8513,2,cf3,55.85
8513,3,cf4,74.45
8514,0,cf5,85.87
8514,1,cf2,81.08
8514,2,cf3,55.78
8514,3,cf4,74.33
8515,0,cf5,85.78
8515,1,cf2,80.99
8515,2,cf3,55.71
8515,3,cf4,74.22
8516,0,cf5,85.70
8516,1,cf2,80.89
8516,2,cf3,55.64
8516,3,cf4,74.11
8517,0,cf5,85.62
8517,1,cf2,80.79
8517,2,cf3,55.57
8517,3,cf4,74.00
8518,0,cf5,85.53
8518,1,cf2,80.70
8518,2,cf3,55.50
8518,3,cf4,73.89
8519,0,cf5,85.45
8519,1,cf2,80.60
8519,2,cf3,55.43
8519,3,cf4,73.77
8520,0,cf5,85.37
8520,1,cf2,80.51
8520,2,cf3,55.36
8520,3,cf4,73.66
8521,0,cf5,85.29
8521,1,cf2,80.42
8521,2,cf3,55.30
8521,3,cf4,73.56
8522,0,cf5,85.20
8522,1,cf2,80.32
8522,2,cf3,55.23
8522,3,cf4,73.45
8523,0,cf5,85.12
8523,1,cf2,80.23
8523,2,cf3,55.16
8523,3,cf4,73.34
8524,0,cf5,85.04
8524,1,cf2,80.14
8524,2,cf3,55.09
8524,3,cf4,73.23
8525,0,cf5,84.96
8525,1,cf2,80.04
8525,2,cf3,55.02
8525,3,cf4,73.12
8526,0,cf5,84.88
8526,1,cf2,79.95
8526,2,cf3,54.96
8526,3,cf4,73.02
8527,0,cf5,84.80
8527,1,cf2,79.86
8527,2,cf3,54.89
8527,3,cf4,72.91
8528,0,cf5,84.72
8528,1,cf2,79.77
8528,2,cf3,54.82
8528,3,cf8,100.00
8529,0,cf5,84.64
8529,1,cf2,79.68
8529,2,cf3,54.75
8529,3,cf8,99.85
8530,0,cf5,84.56
8530,1,cf2,79.59
8530,2,cf3,54.69
8530,3,cf8,99.70
8531,0,cf5,84.48
8531,1,cf2,79.50
8531,2,cf3,54.62
8531,3,cf8,99.55
8532,0,cf5,84.40
8532,1,cf2,79.41
8532,2,cf3,54.55
8532,3,cf8,99.41
8533,0,cf5,84.32
8533,1,cf2,79.32
8533,2,cf3,54.49
8533,3,cf8,99.26
8534,0,cf5,84.25
8534,1,cf2,79.23
8534,2,cf3,54.42
8534,3,cf8,99.11
8535,0,cf5,84.17
8535,1,cf2,79.14
8535,2,cf3,54.36
8535,3,cf8,98.97
8536,0,cf5,84.09
8536,1,cf2,79.05
8536,2,cf3,54.29
8536,3,cf8,98.82
8537,0,cf5,84.01
8537,1,cf2,78.97
8537,2,cf3,54.23
8537,3,cf8,98.68
8538,0,cf5,83.94
8538,1,cf2,78.88
8538,2,cf3,54.16
8538,3,cf8,98.53
8539,0,cf5,83.86
8539,1,cf2,78.79
8539,2,cf3,54.09
8539,3,cf8,98.39
8540,0,cf5,83.78
8540,1,cf2,78.71
8540,2,cf3,54.03
8540,3,cf8,98.25
8541,0,cf5,83.71
8541,1,cf2,78.62
8541,2,cf3,53.96
8541,3,cf8,98.11
8542,0,cf5,83.63
8542,1,cf2,78.53
8542,2,cf3,53.90
8542,3,cf8,97.97
8543,0,cf5,83.55
8543,1,cf2,78.45
8543,2,cf3,53.84
8543,3,cf8,97.83
8544,0,cf5,83.48
8544,1,cf2,78.37
8544,2,cf3,53.77
8544,3,cf8,97.69
8545,0,cf5,83.40
8545,1,cf2,78.28
8545,2,cf3,53.71
8545,3,cf8,97.55
8546,0,cf5,83.33
8546,1,cf6,100.00
8546,2,cf3,53.64
8546,3,cf8,97.41
8547,0,cf5,83.25
8547,1,cf6,99.88
8547,2,cf3,53.58
8547,3,cf8,97.27
8548,0,cf5,83.18
8548,1,cf6,99.76
8548,2,cf3,53.51
8548,3,cf8,97.13
8549,0,cf5,83.10
8549,1,cf6,99.64
8549,2,cf3,53.45
8549,3,cf8,96.98
8550,0,cf5,83.02
8550,1,cf6,99.52
8550,2,cf3,53.38
8550,3,cf8,96.84
8551,0,cf5,82.94
8551,1,cf6,99.40
8551,2,cf3,53.32
8551,3,cf8,96.69
8552,0,cf5,82.86
8552,1,cf6,99.28
8552,2,cf3,53.25
8552,3,cf8,96.55
8553,0,cf5,82.78
8553,1,cf6,99.16
8553,2,cf3,53.18
8553,3,cf8,96.40
8554,0,cf5,82.70
8554,1,cf6,99.04
8554,2,cf3,53.12
8554,3,cf8,96.25
8555,0,cf5,82.62
8555,1,cf6,98.92
8555,2,cf3,53.05
8555,3,cf8,96.10
8556,0,cf5,82.54
8556,1,cf6,98.80
8556,2,cf3,52.98
8556,3,cf8,95.95
8557,0,cf5,82.46
8557,1,cf6,98.68
8557,2,cf3,52.91
8557,3,cf8,95.80
8558,0,cf5,82.37
8558,1,cf6,98.56
8558,2,cf3,52.84
8558,3,cf8,95.65
8559,0,cf5,82.29
8559,1,cf6,98.44
8559,2,cf3,52.77
8559,3,cf8,95.50
8560,0,cf5,82.21
8560,1,cf6,98.32
8560,2,cf3,52.70
8560,3,cf8,95.35
8561,0,cf5,82.12
8561,1,cf6,98.20
8561,2,cf3,52.63
8561,3,cf8,95.20
8562,0,cf5,82.03
8562,1,cf6,98.08
8562,2,cf3,52.56
8562,3,cf8,95.05
8563,0,cf5,81.95
8563,1,cf6,97.96
8563,2,cf3,52.49
8563,3,cf8,94.90
8564,0,cf5,81.86
8564,1,cf6,97.84
8564,2,cf3,52.41
8564,3,cf8,94.75
8565,0,cf5,81.77
8565,1,cf6,97.72
8565,2,cf3,52.34
8565,3,cf8,94.60
8566,0,cf5,81.68
8566,1,cf6,97.60
8566,2,cf3,52.27
8566,3,cf8,94.45
8567,0,cf5,81.59
8567,1,cf6,97.48
8567,2,cf3,52.20
8567,3,cf8,94.30
8568,0,cf5,81.50
8568,1,cf6,97.36
8568,2,cf3,52.12
8568,3,cf8,94.15
8569,0,cf5,81.41
8569,1,cf6,97.24
8569,2,cf3,52.05
8569,3,cf8,94.00
8570,0,cf5,81.32
8570,1,cf6,97.12
8570,2,cf3,51.97
8570,3,cf8,93.85
8571,0,cf5,81.23
8571,1,cf6,97.00
8571,2,cf3,51.90
8571,3,cf8,93.70
8572,0,cf5,81.13
8572,1,cf6,96.88
8572,2,cf3,51.82
8572,3,cf8,93.55
8573,0,cf5,81.04
8573,1,cf6,96.76
8573,2,cf3,51.75
8573,3,cf8,93.40
8574,0,cf5,80.94
8574,1,cf6,96.64
8574,2,cf3,51.67
8574,3,cf8,93.25
8575,0,cf5,80.85
8575,1,cf6,96.52
8575,2,cf3,51.59
8575,3,cf8,93.10
8576,0,cf5,80.75
8576,1,cf6,96.40
8576,2,cf3,51.51
8576,3,cf8,92.95
8577,0,cf5,80.66
8577,1,cf6,96.28
8577,2,cf3,51.44
8577,3,cf8,92.80
8578,0,cf5,80.56
8578,1,cf6,96.16
8578,2,cf3,51.36
8578,3,cf8,92.65
8579,0,cf5,80.46
8579,1,cf6,96.04
